reviewId,author_name,rating,reviewTitle,review_text,date,care_type,URL,Property Name,Property Address,City,State,Zip Code,Category
1193371,Leilani Nuanes,3.5,When I was looking for a senior citiz...,"When I was looking for a senior citizen community I was mainly looking for a place that had good security, lots of activities, friendliness from both the residents and staff.  I can honestly say that after living at Camellia at Deerwood for almost 2 months , they have more than filled my expectations of good living.
   A very satisfied resident",2014-01-30T23:53:50.000Z,Memory Care,https://www.aplaceformom.com/community/camellia-at-deerwood-158063,Camellia at Deerwood,"10061 Sweetwater Parkway, Jacksonville, FL 32256",jacksonville,florida,32256,nursing-homes
1379520,Mya,4.0,Daughter of a resident,I would let others know that they do not have a dietician - so it is the families responsibility to support any dietary needs beyond the basics. ,2022-08-11T16:35:34.000Z,Assisted Living,https://www.aplaceformom.com/community/traditions-of-lansdale-63089,Traditions of Lansdale,"1800 Walnut St, Lansdale, PA 19446",lancasterville,pennsylvania,19446,independent-living
1035793,Rachel M,5.0,Review of Pacifica Senior Living San Martin,"We had to move my mom at the height of the Coronavirus as we could not move to the care she needed. When we arrived, we were greeted by so many kind people that work there and other residents too! It made us feel like we made the right decision and my mom is very happy there. I would definitely recommend Pacifica Senior Living San Martin. ",2021-04-26T19:36:37.000Z,Assisted Living,https://www.aplaceformom.com/community/pacifica-senior-living-san-martin-152171,Pacifica Senior Living San Martin,"8374 W Capovilla Ave, Las Vegas, NV 89113",las-vegas,nevada,89113,nursing-homes
1130416,Robert Stotts,5.0,"Review of Pacifica Senior Living Spring Valley Las Vegas, NV",Impressive community. Staff is nice and helpful. Recommending to friends.,2017-10-12T13:41:49.000Z,Memory Care,https://www.aplaceformom.com/community/pacifica-senior-living-spring-valley-140666,Pacifica Senior Living Spring Valley,"8880 West Tropicana Avenue, Las Vegas, NV 89147",las-vegas,nevada,89147,nursing-homes
1458969,Margarita,5.0,Recommended ,"We loved Maxim and will use again. Very convenient and great online control. Nice people, too. ",2024-01-30T22:49:53.000Z,Home Care,https://www.aplaceformom.com/community/maxim-healthcare-96500,Maxim Healthcare,"3301 Northland Drive Suite #214, Austin, TX 78731",austin,texas,78731,home-care
1370973,Bobby,5.0,Warm and Inviting,"They have been very helpful.  They staff are very attentive, and they have been able to figure out my loved one's needs very quickly.  The staff communication has been great.  They are quick to call if something comes up, and they are responsive to the family's questions or concerns.

The meals are served three times a day in the dining room.  The community will take meals to the residents rooms by requests.",2022-05-31T21:14:10.000Z,Memory Care,https://www.aplaceformom.com/community/traditions-at-camargo-1409140,Traditions at Camargo,"7650 Camargo Road, Madeira, OH 45243",cincinnati,ohio,45243,nursing-homes
1127605,Anonymous,4.0,Review of Oakland Nursing & Rehabilitation Center ,"So far, it's going well. They are involved with her and know what's going on, and have a handle on her needs. She's complained about some of the meals. We had a meeting with all their people yesterday and everything is moving along.",2019-10-29T17:11:10.000Z,Nursing Home,https://www.aplaceformom.com/community/oakland-rehabilitation-and-healthcare-center-75905,Oakland Rehabilitation and Healthcare Center,"20 Breakneck Rd, Oakland, NJ 07436",paramus,new-jersey,7436,nursing-homes
1474091,Butch S,5.0,Awesome place for mom or dad...,"Spring Arbor of Winchester is a great place!

[name removed] was awesome. As were all staff...


I highly recommend the facility to others. ",2024-05-17T11:31:22.000Z,Assisted Living,https://www.aplaceformom.com/community/spring-arbor-of-winchester-1365852,Spring Arbor of Winchester,"2093 Northwestern Turnpike, Winchester, VA 22603",martinsburg,west-virginia,22603,independent-living
1260885,A Place For Mom Customer,5.0,Pricey with details taken c...,Pricey with details taken care of beautiful  place,2013-08-21T11:09:18.000Z,Memory Care,https://www.aplaceformom.com/community/the-mansion-at-waterford-72373,The Mansion at Waterford,"6110 North Pennsylvania Avenue, Oklahoma City, OK 73112",oklahoma-city,oklahoma,73112,nursing-homes
1358181,Michelle,5.0,,I like that the owner came and talked to us. I also like the caregiver they gave us. It lets me get some me time when they take my husband for a couple of hours. She helps my husband take a shower. They answer all my questions and if there is a problem it is resolved right away. They are outgoing and friendly. ,2022-02-16T22:00:32.000Z,Home Care,https://www.aplaceformom.com/community/synergy-home-care-of-blaine-mn-1374799,"SYNERGY HomeCare of Blaine, MN","9298 Central Ave NE, Suite 202, Minneapolis, MN 55434",blaine,minnesota,55434,home-care
1375986,Luci F,4.0,My visit,A warm welcome at the front desk.,2022-07-16T01:45:53.000Z,Nursing Home,https://www.aplaceformom.com/community/four-seasons-85937,Four Seasons,"8365 N Newburgh Rd, Westland, MI 48185",livonia,michigan,48185,nursing-homes
1207539,Anonymous,5.0,A Good Tour,We did enjoy the tour I had. The staff and residents seemed happy. We were offered a complimentary meal. It did taste good and the guide ate and sat with us. She took her time showing us the place and helped us with the financial part to see if we can afford the care.,2016-07-20T23:52:15.000Z,Independent Living,https://www.aplaceformom.com/community/overland-park-place-98177,Overland Park Place,"6555 W 75th St, Overland Park, KS 66204",overland-park,kansas,66204,independent-living
1464077,Rena,3.0,Our Experience,"From the start, we had an issue with my mom not being placed on the shower schedule nor was her laundry done for 2 weeks. After we straightened out the oversight, things went smoothly for some months but later we started to notice that on the weekend things went awry! Mom's room was not clean nor was she receiving the care she needed. I brought this to the Director's attention and he assured me it wouldn't happen again, but it continued to occur, mostly on the weekends. We then made the decision to remove my mom from the facility after only 8 months. If Lakeview had put as much effort into taking care of my mom as they did getting my business, they would be spectacular. Kudos to [name removed] for selling me on moving my mom to Lakeview! ",2024-03-12T22:57:09.000Z,Memory Care,https://www.aplaceformom.com/community/lakeview-estates-82240,Lakeview Estates,"2634 Valleydale Rd, Birmingham, AL 35244",birmingham,alabama,35244,nursing-homes
1069199,Kim,5.0,Impressed,"Trust me I've done the research for you and Brookdale South is one of the good places. I am grateful to Matan for being so wonderful with my father and helping me through the process. I spoke with the clients and they actually liked the place and were so happy. We had visited one place where the residents told us to run! 
I love that Brookdale South has wide, bright hallways, has the feel of a small community, a restaurant open all day where they can choose their food from a menu, the location and the staff.
The staff has consistently been kind to both of us and always remember my name. My father has always been very independent and proud, I never thought he would say anything positive and the miracle is that he has not said anything negative about the place. He likes the staff so much. 
Matan is incredible, smart and very helpful. I cried in her office and she created a safe place for that. I am grateful for her guidance. Just talk to her and you will be taken care of. 

",2016-03-27T00:01:20.000Z,Independent Living,https://www.aplaceformom.com/community/brookdale-gardens-of-tarzana-54774,Brookdale Gardens of Tarzana,"18700 Burbank Boulevard, Tarzana, CA 91356",los-angeles,california,91356,nursing-homes
1490161,Andrew Hutchins,5.0,The Perfect Place ,This place has been a breath of fresh air I move my fogger from Georgia due to lack of adequate care at the facility in Georgia and the VA Hospital my father has done a complete 360 since being at this facility and the VA Hospital here in Salt Lake City the staff is very loving and they genuinely care about the residents unlike what my father endured at the previous facility where the staff complained and it was just a job to them I am so happy I made this decision the only regret is that is that I didn't move him to this facility sooner. ,2024-08-29T18:09:47.000Z,Assisted Living,https://www.aplaceformom.com/community/truewood-by-merrill-cottonwood-heights-138391,"Truewood by Merrill, Cottonwood Heights","7235 S Union Park Ave, Cottonwood Heights, UT 84047",west-jordan,utah,84047,independent-living
1240202,Anonymous,4.0,Very nice facility.  Cares ...,"Very nice facility.  Cares for their rents.  Has good interactive programs.  Unfortunately, showing its age.  Newer properties units are more uptodate.   ",2014-02-28T18:49:57.000Z,Memory Care,https://www.aplaceformom.com/community/church-creek-89778,Church Creek,"1250 W Central Rd, Arlington Heights, IL 60005",arlington-heights,illinois,60005,nursing-homes
1394963,Renee V,5.0,Beautiful facility!,I was able to tour this facility when visiting Milwaukee and was amazed at how far memory care facilities have come! Such a homey feel for the residents and the caregivers seemed like they really cared and wanted to be there helping. There were activities going on and caregivers doing their best to engage the residents. Highly recommend giving them a tour if you have a loved one in need!,2022-11-18T04:16:26.000Z,Memory Care,https://www.aplaceformom.com/community/azura-assisted-living-and-memory-care-of-fox-point-1443225,Azura Assisted Living and Memory Care of Fox Point,"7770 North Port Washington Rd, Fox Point, WI 53217",milwaukee,wisconsin,53217,independent-living
1276251,A Place For Mom Customer,4.0,Newly remodeled. Only one person livi...,"Newly remodeled. Only one person living there. Live in caretaker. Couldn't meet either (pt @ appt, caretaker day off). Owner lives next door. VERY talkative.Good contender.",2012-12-23T16:01:47.000Z,Memory Care,https://www.aplaceformom.com/community/verdant-grove-152190,Verdant Grove,"9644 54th Ave S, Seattle, WA 98118",seattle,washington,98118,care-homes
1263475,Anonymous,4.5,Care and Kindness,This is a good community for good care .We like that the staff and the community is new and very clean. The menu is really good and we like knowing that there is participation in the nice activites .We would highly recommend this community for the care and the value for other families and loved ones .,2017-05-31T15:16:34.000Z,Memory Care,https://www.aplaceformom.com/community/the-grande-at-creve-coeur-1393626,The Grande at Creve Coeur,"450 N Lindbergh Blvd, Creve Coeur, MO 63141",st.-louis,missouri,63141,nursing-homes
1025287,Anonymous,4.0,First Time Experience Was Good to Ok,"I feel I had a better experience with Assisted Living than the Long Term Community.

My loved one transitioned from Assisted Living to the other stages of the community.  We ended up making the decision to move my loved one to a new community.  The reason for the move was due to a community restroom and not having a private bath available.

I wish the cleanliness in the long term care area would have been a bit better.

The staff tried very hard.  My loved one really enjoyed the aides that worked with them.",2020-12-29T15:02:14.000Z,Assisted Living,https://www.aplaceformom.com/community/woodlake-at-new-hope-68043,Woodlake at New Hope,"8008 Bass Lake Rd, New Hope, MN 55428",minneapolis,minnesota,55428,nursing-homes
1404666,Greg,5.0,Great place to enjoy retirement!!!,"Great price!!! Excellent food. We picked this community, because it was close to where our family lives, great facilities and prices. I highly recommend it!!!",2023-01-13T17:24:06.000Z,Independent Living,https://www.aplaceformom.com/community/landon-ridge-alamo-ranch-independent-living-1377876,Landon Ridge Alamo Ranch Independent Living,"11300 Wild Pine, San Antonio, TX 78253",san-antonio,texas,78253,independent-living
1250250,Marilyn,4.5,I felt at home as soon as I saw it!,"I felt at home as soon as I saw it!  Everyone was so friendly!  The buildings are so well=built , well-kept, and well decorated.  And I love all the activities:  I have said that it is like being on a cruise ship all the time!  Also, the food is both delicious and nutritious.

I was able to stay overnight for a trial.  I met some of the residents then and was able to ask questions.  The apartment where I stayed was inviting and so peaceful, and  my every need was taken care of.  I would really advise anyone considering Galleria Woods to do this!

Right now I am really looking forward to becoming a part of Galleria Woods!",2016-06-05T07:11:09.000Z,Independent Living,https://www.aplaceformom.com/community/galleria-woods-a-ccrc-64900,"Galleria Woods, a CCRC","3850 Galleria Woods Dr, Birmingham, AL 35244",birmingham,alabama,35244,independent-living
1158689,Sheryl Sloane,5.0,Active and interested in living!!,We looked at several places but we felt Atria was the best fit.  It is not like a nursing home!!  More like an apartment house with help.  It is a place where interesting people live and are still interested in living the good life.,2014-03-22T01:31:41.000Z,Memory Care,https://www.aplaceformom.com/community/buckhead-flats-64595,Buckhead Flats,"2848 Lenox Road, Atlanta, GA 30324",decatur,georgia,30324,senior-apartments
1365455,Carolyn L,5.0,,"I had a big adjustment coming to this facility. I only wanted to go home, it took some time for me to realize that I belonged living here and that this would become my new home. they take good care of me and all my needs, and help me with any problem I might have. I like it, and everyone is nice. ",2022-04-11T21:40:52.000Z,Assisted Living,https://www.aplaceformom.com/community/pacifica-senior-living-northridge-141076,Pacifica Senior Living Northridge,"8700 Lindley Ave, Northridge, CA 91325",beverly-hills,california,91325,nursing-homes
1048784,Anonymous,5.0,Great Care,"This is a outstanding community. The staff is wonderful and caring. They do have some activities, but he did not participate. I would highly recommend  this community to a friend for good care.",2016-10-31T17:11:21.000Z,Residential Care Home,https://www.aplaceformom.com/community/seniorcare-llc-mountain-house-141106,Seniorcare LLC - Mountain House,"5020 Mountain Northeast, Albuquerque, NM 87110",albuquerque,new-mexico,87110,care-homes
1387044,anonymous ,5.0,nice community ,"In the beginning the cleanliness of the community was a little rocky but once they stepped up and fixed the issue it got much better. The location is very convenient for some of the family, it has been great for them when they want to visit. Based on the experience we have had so far we would recommend Sunrise of Annapolis to other families. 

",2022-09-29T15:01:58.000Z,Assisted Living,https://www.aplaceformom.com/community/sunrise-of-annapolis-63356,Sunrise of Annapolis,"800 Bestgate Road, Annapolis, MD 21401",annapolis,maryland,21401,nursing-homes
1325974,Anonymous,4.0,,"This is a very nice community. My aunt is slowly adjusting to being here. She is starting to make new friends. The staff is great here very nice and personable. She likes the food, for the most part, there are some things that they serve that she may not like but overall she is enjoying it. The housekeeping is done very well no complaints. We would recommend this community",2017-09-22T15:23:51.000Z,Memory Care,https://www.aplaceformom.com/community/baywinde-senior-living-139927,Baywinde Senior Living,"100-200 Kidd Castle Way, Webster, NY 14580",rochester,new-york,14580,nursing-homes
1492302,Britney M,5.0,Highly Recommended,"I visited my mother almost every month and for the first time, I was able to witness her walking across the room. It's the physical therapy that made it easier for her. I am so happy and I am thankful for everything.",2024-09-11T20:05:56.000Z,Nursing Home,https://www.aplaceformom.com/community/resort-nursing-home-75040,Resort Nursing Home,"430 Beach 68th St, Far Rockaway, NY 11692",queens,new-york,11692,nursing-homes
1340648,Chanel Lee sasao,5.0,Amazing wonderful place for Mom ,"My grandma was living here for 3 years she passed on [date removed1 all the staff took very good care of her she was always happy and clean when we would go see her, she had dementia and was put on hospice care she declined very fast, we couldnt of asked for a better loving stable and safe environment for grandma to live in. If you need someone to take care of your loved one with memory issues or declining I would highly recommend this place. All the staff are absolutely phenomenal and so polite and courteous.  We will miss Grandma [name removed]  so much . They all loved Grammy so much and took very good care of her, they would always provide activites for the residents and alot of one and one care. Thank you so much .",2021-10-13T18:17:04.000Z,Residential Care Home,https://www.aplaceformom.com/community/aging-gracefully-family-home-1379970,Aging Gracefully Family Home,"409 SE 99th Court, Vancouver, WA 98664",portland,oregon,98664,care-homes
1113793,N. Y.,4.0,It's been a good experience so far.,"It's been a good experience so far. It's clean and they are friendly. The food is good, my parents like it. The community is anxious to hear what we think, and to make sure we are happy. We liked that we could work with medicare after they had been there a while.",2014-02-04T23:14:31.000Z,Assisted Living,https://www.aplaceformom.com/community/bailey-pointe-at-miracle-hills-69779,Bailey Pointe at Miracle Hills,"11909 Miracle Hills Dr, Omaha, NE 68154",papillion,nebraska,68154,nursing-homes
1201977,Anonymous,4.0,,cozy and homelike. companion suites.  lovely outdoor area. independent living was a vibrant area. Father felt comfortable.,2017-05-06T12:26:18.000Z,Memory Care,https://www.aplaceformom.com/community/spring-arbor-of-leesburg-1333793,Spring Arbor of Leesburg,"237 Fairview St NW, Leesburg, VA 20176",martinsburg,west-virginia,20176,independent-living
1500634,Anonymous,5.0,"Beautiful facility, kind staff","My family member has said she wishes the menu was more varied, and that there were more activities besides bingo (but we know there are other options available).",2024-10-29T18:32:31.000Z,Assisted Living,https://www.aplaceformom.com/community/atrium-of-allentown-1452141,Atrium of Allentown,"5767 Cetronia Rd, Allentown, PA 18106",allentown,pennsylvania,18106,nursing-homes
1413812,Jetona H,5.0,I would move here myself when the time comes,"Livonia Comfort Care is brand new, [name removed] was the first one to move in. 

They didn't put her in the memory care yet because she's so functioning and she has a huge private room looks like a little apartment and her own bathroom and shower.

Everything is new which is nice but the people are phenomenal. All the workers and the administrators name is [name removed] and she is amazing and she only picks people that want to work with the elderly, it's just a phenomenal place.

I would absolutely recommend this facility, I always tell the workers. I hope they can take care of me when I'm old. ",2023-03-29T16:41:55.000Z,Assisted Living,https://www.aplaceformom.com/community/livonia-comfort-1436562,Livonia Comfort,"34020 Plymouth Rd, Livonia, MI 48150",livonia,michigan,48150,nursing-homes
1358158,Judith K,5.0,New resident of Palos Verdes,"The employees are very helpful and the residents are very nice, friendly, and welcoming.",2022-02-16T21:31:20.000Z,Assisted Living,https://www.aplaceformom.com/community/palos-verdes-senior-living-159272,Palos Verdes Senior Living,"18441 North 87th Avenue, Peoria, AZ 85382",glendale,arizona,85382,nursing-homes
1427692,Anonymous,1.0, not looking out for the best interest of residents,"I have nothing good to say. They are nice to you until the contract is signed and then your ignored. I asked an elder abuse gentleman why it is like this?  His response was they don't have to care. All they want is a body in the room and the money coming in. 

HarborChase was not a good experience. There was no communication about my loved ones care. I heard a caretaker yelling at a dementia patient. It was upsetting to hear. Major lack of care for [amount removed] a month.  It's all about greed not looking out in the best interest for elders. The state should get involved and make these senior living places better. 
",2023-07-06T13:25:23.000Z,Assisted Living,https://www.aplaceformom.com/community/harbor-chase-of-naperville-1393301,HarborChase of Naperville,"1619 N. Mill St, Naperville, IL 60563",naperville,illinois,60563,nursing-homes
1047215,Anonymous,5.0,,Visit and tour were very nice.  The rooms were spacious and the amenities appeared appropriate for the price.,2016-09-15T01:18:52.000Z,Independent Living,https://www.aplaceformom.com/community/solista-wilmington-by-cogir-80418,Solista Wilmington by Cogir,"1402 Hospital Plaza Drive, Wilmington, NC 28401",wilmington,north-carolina,28401,independent-living
1272120,Anonymous,5.0,,The place is very neat and they clean his sheets often. It is very clean. He is resistant to therapy but they are patient and encourage him to participate.,2017-04-06T22:41:36.000Z,Nursing Home,https://www.aplaceformom.com/community/bronx-park-rehabilitation-nursing-center-1404143,Bronx Park Rehabilitation & Nursing Center,"3845 Carpenter Ave, Bronx, NY 10467",manhattan,new-york,10467,nursing-homes
1312104,A Place For Mom Customer,5.0,No this one is a definite possibility...,"No this one is a definite possibility!  Manager was great, just the kind of person she would ""bond"" with.  Good divers community culture, plenty of access to bus lines and the usual good transportation to doctors, events and shopping.  Also resident pets are a real plus.  Spotlessly clean, large rooms.  Will defintly be sure she sees this one.",2012-12-30T16:02:08.000Z,Memory Care,https://www.aplaceformom.com/community/vista-del-mar-senior-living-54461,Vista Del Mar Senior Living,"3360 Magnolia Avenue, Long Beach, CA 90806",torrance,california,90806,independent-living
1362069,Anonymous          ,4.0,My Tour       ,This was a second choice. They were very nice and the residents seemed very happy here. ,2022-03-18T18:07:51.000Z,Assisted Living,https://www.aplaceformom.com/community/touchmark-at-harwood-groves-68385,Touchmark at Harwood Groves,"1200 Harwood Dr, Fargo, ND 58104",fargo,north-dakota,58104,nursing-homes
1438346,Lisa S,5.0,HIGHLY recommend!,"Wonderful care home!  The owner and care staff were amazing.  My mother in law went into their care after a disastrous fall and experience at a rehab facility and then hospital stay.  The staff is super attentive, warm, friendly and caring. They went above and beyond with her.  I would highly recommend 4Gems if you are considering adult foster care.  It truly was a great alternative to a large assisted living facility.  ",2023-10-10T15:48:12.000Z,Residential Care Home,https://www.aplaceformom.com/community/4-gems-adult-foster-care-1411112,4Gems Adult Foster Care,"8138 Hedgeway Dr, Shelby Township, MI 48317",sterling-heights,michigan,48317,care-homes
1303427,Anonymous,3.0,,Nice older non profit facility. Staff is very efficient.,2017-08-21T09:34:19.000Z,Assisted Living,https://www.aplaceformom.com/community/vintage-gardens-56871,Vintage Gardens,"540 South Peach Avenue, Fresno, CA 93727",fresno,california,93727,nursing-homes
1357996,anonymous,4.0,tour review,"Our family had an in person tour and the community is very nice and new but it was just a little to modern for our loved ones.

",2022-02-16T14:43:26.000Z,Assisted Living,https://www.aplaceformom.com/community/heritage-village-gainesville-1383406,Heritage Village Gainesville,"13650 Heathcote Blvd, Gainesville, VA 20155",martinsburg,west-virginia,20155,independent-living
1113125,Anonymous,5.0,Mom was happy here,"My mom was here for a week for respite care. She loved it here. The staff was wonderful, It was clean she never found anything wrong. She really enjoyed the food. She would play bingo and she won $20 that was here highlight of the week. I would recommend this community.",2018-01-10T18:32:29.000Z,Memory Care,https://www.aplaceformom.com/community/morning-star-senior-living-of-sparks-1330478,MorningStar Senior Living of Sparks,"2360 Wingfield Hills Road, Sparks, NV 89436",sparks,nevada,89436,nursing-homes
1333984,Mary S,1.0,Caveat Emptor- Buyer Beware!!,"Important to know, the owner will tell you whatever you want to hear to get you in the door, and once you’re in, hike the rent drastically, have no activities, high caregiver turnover (they quit constantly), and is rude, disrespectful, and uncaring. Not to be trusted. ",2021-08-23T16:33:45.000Z,Residential Care Home,https://www.aplaceformom.com/community/senior-retreat-at-park-crossing-1404730,Senior Retreat at Park Crossing,"10408 Avondale Ave, Charlotte, NC 28210",charlotte,north-carolina,28210,care-homes
1162636,Anonymous,5.0,Review of TLC Care Center,I would say my experience was out of this world! They really took good care of me! The facility is kept very clean. The meals were delicious!,2019-07-31T22:26:53.000Z,Nursing Home,https://www.aplaceformom.com/community/tlc-care-center-94250,TLC Care Center,"1500 W Warm Springs Rd, Henderson, NV 89014",henderson,nevada,89014,nursing-homes
1407524,Anonymous ,4.0,Overall A Great Experience,"Definitely don't rush into the decision and check into other options to make sure you find the right fit for your loved one.  Overall, I think the facility is very nice.  The staff are fairly organized.  I have had a fairly good experience with the staff, although our loved one says the night staff are not as nice.  But the lady who runs the memory care side has been wonderful in working with me.  I would definitely recommend Brickmont to other families.",2023-02-08T19:37:22.000Z,Memory Care,https://www.aplaceformom.com/community/brickmont-of-acworth-1438465,Brickmont of Acworth,"3114 Cobb Pkwy NW, Kennesaw, GA 30152",marietta,georgia,30152,nursing-homes
1168802,A Place For Mom Customer,4.0,Nice. There wasn't much activity at t...,Nice. There wasn't much activity at the time. The rooms are nice. The outside is fairly large. ,2012-12-21T16:02:05.000Z,Memory Care,https://www.aplaceformom.com/community/inspirations-lutherville-memory-care-101734,Inspirations Lutherville  Memory Care,"1414 Front Ave, Lutherville, MD 21093",baltimore,maryland,21093,nursing-homes
1270199,Patricia Jacobs,4.5,"Beautiful, nurturing residence for mom","We are pleased with this community.  It is a lovely and immaculate residence where my mother receives excellent care.  She was warmly welcomed, is encouraged to participate in activities and to make use of the areas outside of her room.  Meals are good and nutritious.   Over-site of medications is meticulously monitored.  I am very comfortable recommending this community.  ",2016-03-12T17:19:45.000Z,Memory Care,https://www.aplaceformom.com/community/silver-oaks-south-1366596,"Silver Oaks, South","12277 Berea Court, Poway, CA 92064",san-diego,california,92064,care-homes
1316928,Anonymous,5.0,It Been A Good Experience,"My parents are doing well at this community. They seem to have adjusted well to the community. The community looks nice, and their room looks very nice. The staff has been very welcoming and helpful. They do offer activities for the residents when they are ready to participate. They enjoy the meals. It has been a good experience and I would recommend it.",2016-05-05T17:30:36.000Z,Memory Care,https://www.aplaceformom.com/community/charter-senior-living-of-dedham-77345,Charter Senior Living of Dedham,"391 Common St, Dedham, MA 02026",boston,massachusetts,2026,nursing-homes
1191761,Anonymous,4.0,Great place with a caring staff,"The Atria Lynbrook is very clean and my mom's room is well maintained.
All the staff is friendly, readily available and very professional. They answer all my questions.
The food is excellent with a daily menu and a backup menu and they serve the right portions for seniors.  
There are a lot of routine activities, like bingo, exercise classes, along with arts and crafts but I feel they need to bring in more entertainment like music.
I would definitely recommend Atria to my friends and family.",2017-07-12T17:06:42.000Z,Memory Care,https://www.aplaceformom.com/community/atria-park-of-lynbrook-72891,Atria Park of Lynbrook,"100 Peninsula Boulevard, Lynbrook, NY 11563",queens,new-york,11563,nursing-homes
1285663,Anonymous,4.0,Review of Sands Point Center for Health and Rehabilitation,It was good.,2019-05-23T19:41:04.000Z,Nursing Home,https://www.aplaceformom.com/community/sands-point-center-for-health-and-rehab-61724,Sands Point Center for Health and Rehab,"1440 Port Washington Blvd, Port Washington, NY 11050",queens,new-york,11050,nursing-homes
1094874,Seeks Ocean,3.5,"After Looking At Many, We Chose Vista Del Mar","Great staff! Very helpful and caring. Can't say enough about Ibrahim, Suzette, James and Sidonia, plus many more. Not a five star hotel. But we could afford it and they allowed my Mom's dog. Transitioning into assisted living is never easy and this is a big place. But, they see to keep it together. I wish the food was a little better. That's about it. 


",2014-06-12T00:10:33.000Z,Memory Care,https://www.aplaceformom.com/community/vista-del-mar-senior-living-54461,Vista Del Mar Senior Living,"3360 Magnolia Avenue, Long Beach, CA 90806",torrance,california,90806,independent-living
1080897,Sam Sollenberger,4.0,Review of Mount View Retirement Village,"Very clean, well maintained, friendly staff (many long term employees)
Meals are varied and quite adequate.",2019-10-22T20:11:34.000Z,Memory Care,https://www.aplaceformom.com/community/mountain-view-retirement-village-53658,Mountain View Retirement Village,"7900 N La Canada Dr, Tucson, AZ 85704",tucson,arizona,85704,nursing-homes
1468543,Marta,5.0,Highly Recommended,"I am currently a resident at Brookdale Overland Park 119th and the experience has been great, so far. Everything is great. We are very happy here. The staff and residents are friendly and helpful. I would highly recommend this facility to others. ",2024-04-11T01:03:41.000Z,Independent Living,https://www.aplaceformom.com/community/brookdale-overland-park-119th-1353090,Brookdale Overland Park 119th,"6101 West 119th Street, Overland Park, KS 66209",overland-park,kansas,66209,independent-living
1218037,Anonymous,3.0,Review of The Grand Rehabilitation and Nursing at Queens,"I would say overall she is doing alright there. I believe they are friendly. I did speak with her and she mentioned that it has been tough getting information especially when it comes to her discharge plan. Also, she mentioned that at times getting help can be a problem. The meals that have been served so far have been cold.",2019-05-16T00:06:35.000Z,Nursing Home,https://www.aplaceformom.com/community/the-grand-rehabilitation-and-nursing-at-queens-61762,The Grand Rehabilitation and Nursing at Queens,"157-15 19th Ave, Whitestone, NY 11357",new-york,new-york,11357,nursing-homes
1436017,Joe ,5.0,,"I've been here for 1.5 years and could not imagine a better senior facility than Brookdale. The food is fantastic, the activity programs are interesting and enlightening.",2023-09-22T14:31:09.000Z,Assisted Living,https://www.aplaceformom.com/community/brookdale-westlake-hills-52264,Brookdale Westlake Hills,"1034 Liberty Park Drive, Austin, TX 78746",austin,texas,78746,independent-living
1081966,Anonymous,4.0,,New building.  Individual rooms were on the smallish size.  Due to smaller windows and the color of the walls the place seemed dark to me.  Staff was nice.  Did not see many residents so I could not ask how much they liked this location.,2018-03-19T02:23:25.000Z,Memory Care,https://www.aplaceformom.com/community/sunrise-of-westmont-1397604,Sunrise of Westmont,"407 W 63rd St, Westmont, IL 60559",naperville,illinois,60559,nursing-homes
1482608,Anonymous,5.0,Compassionate care,"My husband passed away there a year ago.  They were very compassionate and kind.  He had been in several other places and did the best at Brookdale. The staff was the best part about them.  The food was overcooked, but he didn't care.  Activity director was good.

",2024-07-15T12:17:43.000Z,Memory Care,https://www.aplaceformom.com/community/brookdale-belle-meade-65123,Brookdale Belle Meade,"6767 Brookmont Terrace, Nashville, TN 37205",nashville,tennessee,37205,independent-living
1115301,Anonymous,5.0,Outstanding Care,This is a great place for my wife . The community is clean and the staff are outstanding. They offer a nice variety of meals to choose from. They have activities that are offered to the residents. We would recommend this community for good care and a nice value.,2017-05-05T22:17:14.000Z,Memory Care,https://www.aplaceformom.com/community/atria-willow-glen-58456,Atria Willow Glen,"1660 Gaton Drive, San Jose, CA 95125",san-jose,california,95125,nursing-homes
1344003,Anonymous ,5.0,My Review,I toured legend because my mom wants to leave the AL she is at various reasons; one being the quality of food.  [Name removed] had a meal to go ready for us to take back to mom.  Mom raved about it!  Thank you Legend!  If everything goes as planned-we should be moving.  I'm bringing mom back Monday to tour and be accessed. ,2021-11-04T21:53:09.000Z,Assisted Living,https://www.aplaceformom.com/community/legend-at-capital-ridge-1338176,Legend at Capital Ridge,"1931 SW Arvonia Pl, Topeka, KS 66615",topeka,kansas,66615,nursing-homes
1475988,Anonymous,4.0,Holiday Kittery Estates review ,"I might move soon, but not much else to choose from currently. The community is clean, but don't like the new décor, all gray, cold, depressing. We had great staff last year, now all but one have quit, some of the new ones not very friendly. Limited transportation times and days, driver just quit, but no free alternative offered, waiting until new one hired whenever that may be. Inconsistent food quality and taste, limited meal options, uncomfortable dining room because chairs have wheels making it hard to rise safely. No permanent activity director for almost a year, now the new one is trying but activities are mostly boring and some involve petty gambling. With the value for cost I guess you get what you pay for. ",2024-05-30T13:45:04.000Z,Independent Living,https://www.aplaceformom.com/community/holiday-kittery-estates-147157,Holiday Kittery Estates,"220 State Road, Kittery, ME 03904",portsmouth,new-hampshire,3904,independent-living
